file_name,category,context,constraint,caption_0,explanation_0,question_0,answer_0,caption_1,explanation_1,question_1,answer_1,caption_2,explanation_2,question_2,answer_2,caption_3,explanation_3,question_3,answer_3,caption_4,explanation_4,question_4,answer_4
b-f-2-2.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""dog"",""Ship"":""motorboat""}","A little boy is riding a Jet Ski on the water, with a small dog on board.","This image does not correspond to the story of ""Life of Pi,"" because in the original story, the animal is a tiger, not a cat, and the protagonist is adrift on a lifeboat with the tiger, not a dog. Additionally, the vessel in the story is a wooden boat, not a motorboat as depicted in the image.",Who is riding the Jet Ski?,A little boy,A boy and a small dog are sailing in the sea on a motorboat.,"The content of this picture does not match the story of Pai's life. In the original story, there was a boy and a tiger sitting in a wooden boat, drifting on the sea. However, in this picture, there is a boy and a dog sitting on a yacht, not a tiger sitting on a wooden boat.",Who is on board the Jet Ski?,A small dog,"A little boy is riding a Jet Ski on the water, with a small dog on board.","The scene here departs from the story of ""Life of Pi,"" as it shows a dog instead of the tiger, and the vessel is a motorboat, not a wooden boat.",Where is the Jet Ski riding?,On the water,"A little boy revved up his Jet Ski on the water, his small dog barking excitedly alongside him, as they enjoyed the thrill of speed."," The image does not correspond to the story of ""Life of Pi,"" as the original tale features a boy and a tiger on a lifeboat, not a girl and a kitten on a motorboat, and the vessel is wooden, not a motorboat.",Who is sailing in the sea on a motorboat?,A boy and a small dog,A boy and a small dog are navigating the sea aboard a motorboat.,"The image does not correspond to the story of ""Life of Pi,"" because the original story features a tiger, not a cat, and the protagonist is on a lifeboat with the tiger, not a dog. Also, the vessel in the story is a wooden boat, not a motorboat as shown in the image.",What are the boy and a small dog doing?,sailing in the sea on a motorboat
b-f-2-3.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""leopard"",""Ship"":""sailboat""}",A little boy and a cheetah are drifting in the middle of the ocean on a small wooden boat.,"This image does not align with the story of ""Life of Pi,"" because in the original story, the animal is a tiger, not a cheetah.",Who are drifting in the middle of the ocean on a small wooden boat?,A little boy and a cheetah,"A boy and a leopard are sitting in a wooden boat, sailing in the ocean.","The content of this picture does not match the story of Pai's life. In the original story, there was a boy and a tiger sitting in a wooden boat, drifting on the sea. However, in this picture, there is a boy and a cheetah sitting on a wooden boat, not with the tiger.",Where are the little boy and the cheetah drifting?,middle of the ocean,A little boy and a cheetah are adrift in the middle of the ocean on a small wooden boat.,"This image does not align with the story of ""Life of Pi,"" as it features a cheetah instead of the tiger.",What are they drifting on in the middle of the ocean?,small wooden boat,"An astonishing sight, a boy and a cheetah calmly drifted in the middle of the ocean on a tiny wooden boat, their bond evident in every wave.","The image does not align with the story of ""Life of Pi,"" as it shows a cheetah instead of the tiger from the original story.",Who is sitting in a wooden boat?,A boy and a leopard,"A boy and a leopard are seated in a wooden boat, cruising across the ocean.","The image does not align with the story of ""Life of Pi,"" because the animal in the original story is a tiger, not a cheetah.",Where are they sailing?,sailing in the ocean
b-f-2-4.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""cat"",""Ship"":""sailboat""}","A boy is drifting on the sea in a wooden boat, rowing with oars, and he has a cat with him on the boat.","This image does not match the story of ""Life of Pi,"" because in the original story, the animal is a tiger, not a kitten.",Who is drifting on the sea in a wooden boat?,A boy and a cat,"A boy and a kitten are sitting in a wooden boat, sailing in the ocean.","The content of this picture does not match the story of Pai's life. In the original story, there was a boy and a tiger sitting in a wooden boat, drifting on the sea. However, in this picture, there is a boy and a cat sitting on a wooden boat, not with the tiger.",How is the boy moving the boat?,Rowing with oars,"A boy is drifting on the sea in a wooden boat, rowing with oars, and he has a cat with him on the boat.","The illustration here is inconsistent with the story of ""Life of Pi,"" as it shows a kitten instead of the tiger.",Who or what is in the wooden boat?,A boy and a kitten,"With oars in hand, a boy gently guided his wooden boat through the sea, his cat purring contentedly by his side, making the journey all the more cozy.","The image does not match the story of ""Life of Pi,"" as it features a kitten instead of the tiger.",Where are the boy and the kitten sitting?,Sitting in a wooden boat,"A boy and a kitten are sitting in a wooden boat, sailing on the ocean.","The image does not match the story of ""Life of Pi,"" because the animal in the original story is a tiger, not a kitten.",What are the boy and the kitten doing?,Sailing in the ocean
b-f-2-5.webp,Fairytale,Life of Pi,"{""Character"":""girl"",""Animal"":""cat"",""Ship"":""motorboat""}","A girl is riding a motorboat on the sea, and she has a little cat with her.","This image does not correspond to the story of ""Life of Pi,"" because the original story features a boy and a tiger drifting on a wooden boat, whereas the image shows a girl and a kitten, and they are on a motorboat instead.",Who is riding the motorboat on the sea?,A girl,A girl and a kitten are sailing in the sea on a motorboat.,"The content of this picture does not match the story of Pai's life. In the original story, there was a boy and a tiger sitting in a wooden boat, drifting on the sea. In this picture, there is a girl and a cat sitting on a yacht, not a boy and a tiger sitting on a wooden boat.",Who is with the girl on the motorboat?,A little cat,"A girl is riding a motorboat on the sea, and she has a little cat with her.","This picture does not correspond to the story of ""Life of Pi,"" as it depicts a girl and a kitten on a motorboat, not a boy and a tiger on a wooden boat.",Who is sailing in the sea on a motorboat?,A girl and a kitten,"A girl piloted her motorboat through the waves, her little cat perched securely, as they explored the vast expanse of the sea together.","The image does not correspond to the story of ""Life of Pi,"" as the original tale involves a boy and a tiger on a wooden boat, not a girl and a kitten on a motorboat.",Where are the girl and the kitten sailing?,on a motorboat,A girl and a kitten are cruising the sea on a motorboat.,"The image does not correspond to the story of ""Life of Pi,"" because the original story features a boy and a tiger on a wooden boat, whereas the image shows a girl and a kitten on a motorboat.",Who piloted a motorboat through the waves?,A girl piloted her motorboat through the waves
b-f-2-6,Fairytale,Life of Pi,,,,,,,,,,,,,,,,,,,,,
b-f-2-7,Fairytale,Life of Pi,,,,,,,,,,,,,,,,,,,,,
b-t-2-1.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""tiger"",""Ship"":""sailboat""}",A boy with a bare upper body and a tiger are on a wooden boat that is drifting on the vast sea.,,Who is on the wooden boat?,A boy with a bare upper body,"A boy and a tiger are sitting in a wooden boat, sailing in the sea.",,What animal is with the boy on the wooden boat?,A tiger,"A boy and a tiger are facing each other in a small boat on the vast sea, under a sunrise sky.",,Where is the boy and the tiger drifting?,On a wooden boat,"A shirtless boy and a majestic tiger share a wooden boat, adrift on the vast, unforgiving sea.",,Where is the wooden boat drifting?,On the vast sea,"A boy with his upper body uncovered and a tiger are aboard a wooden boat, drifting across the expansive sea.",,Who is sitting in a wooden boat?,A boy and a tiger
b-t-2-2.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""tiger"",""Ship"":""sailboat""}",A boy and a tiger are sitting helplessly on a wooden boat in the middle of the sea.,,Who are sitting helplessly on a wooden boat?,A boy and a tiger,A boy and a tiger are sailing in the ocean on a wooden boat.,,Where is the wooden boat located?,middle of the sea,"A boy in red and grey attire sits on one side of a small white boat, facing a majestic tiger on the other, both adrift on the open sea.",,Who are sailing in the ocean?,A boy and a tiger,"A boy and a tiger sit helplessly, confined to a wooden boat, stranded in the vast expanse of the sea.",,What type of boat are they sailing on?,wooden boat,"A young boy and a large tiger find themselves stranded on a small wooden vessel, adrift and motionless in the vast ocean.",,Who is sitting on one side of the small white boat?,A boy in red and grey attire
b-t-2-3.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""tiger"",""Ship"":""sailboat""}","A boy is sitting on a wooden boat drifting in the middle of the sea, with a tiger on board.",,Who are on the wooden boat drifting in the middle of the sea?,A boy and a tiger,"The tiger and the boy are in a wooden boat, sailing on the sea.",,Where is the boy sitting?,On a wooden boat,"A boy in a red T-shirt and green pants sits beside an orange and black tiger on a small white boat, sailing on the deep blue sea under a sunrise sky.",,Where is the wooden boat drifting?,In the middle of the sea,"A boy and a tiger sit helplessly, confined to a wooden boat, stranded in the vast expanse of the sea.",,Who is in the wooden boat?,The tiger and the boy,"A wooden boat floats aimlessly in the center of the sea, carrying a boy and a tiger as its passengers.",,What are they sailing in?,wooden boat
b-t-2-4.webp,Fairytale,Life of Pi,"{""Character"":""boy"",""Animal"":""tiger"",""Ship"":""sailboat""}",A boy with a tiger is drifting at sea on a small wooden boat.,,Who is drifting at sea on a small wooden boat?,A boy with a tiger,"The tiger is sitting in a wooden boat, and there is a boy in the boat. They are sailing on the sea.",,Where is the boy with a tiger?,drifting at sea,"A boy in a white shirt and green pants sits with a majestic tiger on a wooden boat adrift on the vast sea under a clear, cloudy sky.",,What is the boy with a tiger drifting on?,on a small wooden boat,"A boy, accompanied by a tiger, drifts aimlessly on a small wooden boat, lost at sea.",,Who is sitting in a wooden boat?,The tiger,"A small wooden boat is adrift at sea, inhabited by a boy and a tiger.",,Who is in the boat with the tiger?,A boy
